user_id,movie_id,rating
268,2796,2
268,356,2
268,2064,2
268,2245,2
268,1101,2
268,1968,2
268,1586,2
268,365,2
268,1784,2
268,2145,2
268,1222,2
268,2403,2
524,338,2
524,880,2
524,464,2
524,1097,2
524,1027,2
524,193,2
524,762,2
524,23,2
524,20,2
524,76,2
524,405,2
524,168,2
524,50,2
524,372,2
13,2541,2
13,3409,2
269,9,2
269,76,2
525,3948,2
525,783,2
525,2080,2
525,4015,2
14,592,2
14,344,2
14,153,2
270,95,2
270,494,2
270,79,2
270,637,2
270,653,2
270,788,2
15,849,2
15,596,2
271,2826,2
527,1979,2
527,1080,2
527,2987,2
16,204,2
528,2470,2
528,3821,2
273,590,2
529,719,2
529,7,2
18,435,2
18,784,2
18,502,2
18,3785,2
274,585,2
274,4718,2
274,4158,2
274,881,2
274,2126,2
274,1591,2
274,3991,2
274,3623,2
274,3990,2
274,4890,2
274,1588,2
274,3175,2
274,1007,2
274,3955,2
274,3977,2
274,3037,2
274,2720,2
274,485,2
274,2054,2
274,2548,2
274,3285,2
274,2152,2
274,2555,2
274,3593,2
274,4643,2
274,3821,2
274,2124,2
274,2770,2
274,4015,2
274,3826,2
274,1556,2
274,3264,2
274,4340,2
274,2498,2
274,1703,2
274,3355,2
274,145,2
274,393,2
274,2153,2
274,4446,2
274,4896,2
274,3744,2
274,818,2
274,1027,2
274,48,2
274,2432,2
274,2719,2
274,3452,2
274,4373,2
274,546,2
274,455,2
274,2710,2
530,380,2
19,2605,2
19,3591,2
19,3699,2
19,92,2
19,196,2
19,329,2
19,558,2
19,2026,2
19,2822,2
19,3466,2
19,637,2
19,671,2
19,1179,2
19,1968,2
19,3497,2
19,1754,2
19,2134,2
19,3355,2
19,344,2
19,366,2
19,2072,2
19,2263,2
19,3031,2
19,3397,2
19,3623,2
19,3798,2
19,333,2
19,965,2
19,1028,2
19,3253,2
19,64,2
19,830,2
19,1603,2
19,1806,2
19,2418,2
19,3308,2
19,627,2
19,785,2
19,1324,2
19,1779,2
19,2046,2
19,2374,2
19,2518,2
19,3324,2
19,1347,2
19,3361,2
19,3481,2
19,186,2
19,374,2
19,494,2
19,2279,2
19,2791,2
19,3501,2
19,3701,2
19,362,2
19,420,2
19,1021,2
19,1551,2
19,1593,2
19,1894,2
19,2148,2
19,2710,2
19,2722,2
19,3005,2
19,3370,2
19,65,2
19,1644,2
19,2001,2
19,161,2
19,2040,2
19,2255,2
19,3257,2
19,3489,2
19,3708,2
19,3784,2
19,231,2
19,2243,2
19,3744,2
19,1888,2
19,2078,2
19,2244,2
19,2446,2
19,2455,2
19,2539,2
19,316,2
19,2267,2
19,472,2
19,480,2
19,1081,2
19,2369,2
19,3033,2
19,3424,2
19,719,2
19,2375,2
19,2424,2
19,2458,2
19,2548,2
19,3409,2
19,3548,2
19,185,2
19,486,2
19,1330,2
19,1718,2
19,1784,2
19,1924,2
19,2694,2
19,3835,2
19,485,2
19,1542,2
19,351,2
19,736,2
19,788,2
19,866,2
19,880,2
19,2478,2
19,2528,2
19,356,2
19,455,2
19,1258,2
19,1614,2
19,1689,2
19,2808,2
19,3740,2
19,216,2
19,328,2
19,379,2
19,1831,2
19,2065,2
19,2328,2
19,2502,2
19,208,2
19,490,2
19,2145,2
19,3048,2
19,3104,2
19,3273,2
19,520,2
19,2092,2
19,611,2
19,653,2
19,1049,2
19,1456,2
19,1645,2
19,1648,2
19,1747,2
19,2354,2
19,2558,2
19,2840,2
19,3301,2
19,3704,2
19,3717,2
19,1676,2
19,2053,2
19,10,2
19,291,2
19,575,2
19,2709,2
19,2806,2
19,2860,2
19,2898,2
19,3063,2
19,3254,2
19,3454,2
19,289,2
19,743,2
19,1092,2
19,1500,2
19,3263,2
19,3594,2
19,3693,2
19,19,2
19,445,2
19,849,2
19,1911,2
19,3316,2
19,3535,2
19,87,2
19,414,2
19,1355,2
19,1895,2
19,3500,2
19,338,2
19,1550,2
19,2011,2
19,2169,2
19,2687,2
19,3743,2
19,54,2
19,104,2
19,606,2
19,1474,2
19,1891,2
19,3113,2
19,3483,2
19,3802,2
19,500,2
19,1679,2
19,2407,2
19,2468,2
19,3219,2
19,3401,2
19,107,2
19,1973,2
19,2118,2
19,2793,2
19,153,2
19,348,2
19,1322,2
19,2315,2
19,3269,2
19,546,2
19,1379,2
19,1885,2
19,2261,2
19,2995,2
19,325,2
19,984,2
19,1339,2
19,1848,2
19,2014,2
19,3398,2
19,3698,2
19,3770,2
19,1906,2
19,2900,2
19,3203,2
19,3255,2
19,3440,2
19,915,2
19,1064,2
19,1591,2
19,1892,2
19,1917,2
19,2034,2
19,2052,2
19,2463,2
19,2719,2
19,3536,2
19,1346,2
19,1991,2
19,3064,2
19,410,2
19,1580,2
19,1588,2
19,1597,2
19,2036,2
19,2733,2
19,3017,2
19,3082,2
19,3114,2
19,450,2
19,1855,2
19,1919,2
19,2171,2
19,3584,2
19,7,2
19,842,2
19,1342,2
19,1489,2
19,1882,2
19,3258,2
19,435,2
19,709,2
19,1031,2
19,1405,2
19,3072,2
19,3387,2
19,3526,2
19,332,2
19,512,2
19,829,2
19,2450,2
19,2668,2
19,3484,2
19,15,2
19,70,2
19,542,2
19,2915,2
19,3248,2
19,798,2
19,832,2
19,2788,2
19,3534,2
19,350,2
19,3705,2
275,4102,2
275,3794,2
275,194,2
275,298,2
275,45,2
275,3134,2
275,1777,2
275,2054,2
275,2470,2
275,4285,2
275,4621,2
275,1904,2
275,3994,2
275,1414,2
275,2599,2
275,3480,2
275,3793,2
275,1354,2
275,4308,2
275,1923,2
275,2359,2
275,4873,2
531,4214,2
531,1215,2
531,1261,2
20,2430,2
20,1021,2
20,2006,2
20,2167,2
20,4449,2
20,1876,2
20,3624,2
20,3999,2
20,4369,2
532,4863,2
21,170,2
21,1909,2
21,2858,2
21,3617,2
21,1200,2
21,2087,2
21,2959,2
277,62,2
22,2723,2
23,2730,2
279,2797,2
279,588,2
279,608,2
535,2724,2
535,2688,2
535,2445,2
535,2447,2
24,1047,2
24,3556,2
280,2105,2
280,3146,2
536,165,2
536,500,2
536,592,2
536,232,2
281,362,2
26,434,2
26,208,2
282,3785,2
282,1194,2
282,344,2
282,3821,2
27,2174,2
27,2886,2
27,158,2
27,1010,2
27,924,2
27,1566,2
27,1920,2
27,1247,2
27,1588,2
27,3033,2
27,1387,2
27,126,2
27,2876,2
27,2040,2
27,2032,2
27,3168,2
27,2311,2
27,673,2
27,801,2
27,2294,2
283,1500,2
283,587,2
283,1641,2
283,1569,2
283,1148,2
539,419,2
539,379,2
28,1275,2
28,95,2
28,2000,2
28,1678,2
28,3173,2
28,1625,2
28,2412,2
28,1271,2
28,1230,2
28,300,2
28,3755,2
28,4787,2
28,851,2
28,4251,2
28,1199,2
28,2058,2
28,996,2
28,2763,2
28,1608,2
28,1036,2
28,2502,2
28,3107,2
28,4211,2
28,4776,2
28,2232,2
28,899,2
28,2403,2
28,3949,2
28,456,2
284,150,2
284,370,2
540,2183,2
540,1681,2
29,1385,2
285,3481,2
285,3897,2
541,444,2
541,367,2
541,163,2
541,453,2
541,208,2
541,19,2
31,1099,2
31,25,2
31,1265,2
31,788,2
287,3948,2
287,62,2
287,2762,2
287,2395,2
287,2633,2
287,1639,2
287,1500,2
287,16,2
32,1407,2
32,849,2
288,1290,2
288,2796,2
288,991,2
288,1515,2
288,1603,2
288,2375,2
288,2526,2
288,3957,2
288,5,2
288,3833,2
288,736,2
288,2014,2
288,2374,2
288,2421,2
288,3770,2
288,13,2
288,2091,2
288,2657,2
288,2902,2
288,788,2
288,2052,2
288,2365,2
288,2719,2
288,3649,2
288,1024,2
288,2410,2
288,3161,2
288,3755,2
288,3785,2
288,2002,2
288,3020,2
288,3798,2
288,2163,2
288,3441,2
288,3489,2
288,2373,2
288,2473,2
288,2532,2
288,48,2
288,273,2
288,1347,2
288,2050,2
288,2152,2
288,2423,2
288,3250,2
288,3269,2
288,2321,2
288,4880,2
288,2530,2
288,158,2
288,1130,2
288,1286,2
288,1388,2
288,2533,2
288,3107,2
288,3708,2
288,480,2
288,2241,2
288,2459,2
288,2701,2
288,12,2
288,1321,2
288,1673,2
288,2717,2
288,1380,2
288,2146,2
288,2259,2
288,2617,2
288,1275,2
288,2535,2
288,2794,2
288,2567,2
288,2615,2
288,4480,2
288,4776,2
288,1339,2
288,2316,2
288,3054,2
288,1924,2
288,1754,2
288,1983,2
288,880,2
288,1995,2
288,2051,2
288,4343,2
288,239,2
288,383,2
288,2518,2
288,879,2
288,1129,2
288,2286,2
288,2403,2
288,2531,2
288,2117,2
288,420,2
288,1711,2
288,2123,2
288,2001,2
288,2643,2
288,3313,2
288,3591,2
288,4010,2
288,4535,2
288,784,2
288,1027,2
288,2120,2
288,1257,2
288,1722,2
288,1320,2
288,2147,2
288,2524,2
288,2851,2
288,3527,2
288,2976,2
288,3354,2
288,4587,2
288,711,2
288,1573,2
288,2121,2
288,3483,2
288,3702,2
288,3578,2
288,1015,2
288,1064,2
288,2642,2
288,4238,2
288,367,2
288,1025,2
288,1128,2
288,1821,2
288,2376,2
288,3753,2
288,1409,2
288,3036,2
288,432,2
288,765,2
288,1806,2
288,2901,2
288,2,2
288,153,2
288,1126,2
288,2720,2
288,2805,2
288,4148,2
288,1562,2
288,3331,2
288,3927,2
544,839,2
33,2291,2
33,1658,2
33,2336,2
33,1784,2
33,2501,2
33,43,2
33,1614,2
33,2391,2
33,2485,2
33,2108,2
33,490,2
33,322,2
33,11,2
33,1399,2
33,1805,2
33,1621,2
289,1101,2
34,2953,2
34,2324,2
34,3997,2
290,842,2
290,2827,2
290,2372,2
290,2549,2
290,3444,2
290,129,2
546,2531,2
546,2533,2
546,1035,2
546,2456,2
546,2532,2
546,2085,2
546,3535,2
546,2657,2
546,608,2
546,2530,2
546,3958,2
546,158,2
35,266,2
547,1299,2
36,2082,2
36,4220,2
36,1376,2
36,1252,2
36,1500,2
36,4025,2
36,1015,2
36,552,2
36,1597,2
36,3308,2
36,3861,2
36,3766,2
36,4085,2
36,2012,2
36,2735,2
292,3564,2
292,2555,2
292,4776,2
292,32,2
292,914,2
292,3593,2
292,4816,2
292,3755,2
292,608,2
292,3316,2
292,3948,2
292,2712,2
292,3033,2
292,1358,2
292,1573,2
292,520,2
292,2959,2
292,3476,2
292,3386,2
292,344,2
292,231,2
292,3784,2
292,3994,2
292,111,2
292,3744,2
292,2568,2
292,4102,2
292,3893,2
292,3977,2
292,2694,2
37,380,2
293,420,2
293,344,2
293,1029,2
293,2003,2
293,3646,2
293,743,2
293,742,2
293,3744,2
293,4558,2
293,1097,2
549,1210,2
549,1196,2
549,260,2
38,367,2
38,435,2
38,555,2
38,736,2
38,509,2
38,252,2
38,364,2
38,273,2
38,597,2
38,434,2
294,919,2
294,1179,2
294,170,2
294,198,2
294,518,2
294,1019,2
294,2098,2
294,348,2
294,1230,2
294,1566,2
294,520,2
294,710,2
294,3506,2
294,2641,2
294,2950,2
294,3424,2
294,1967,2
294,2748,2
294,2060,2
294,3710,2
294,809,2
294,2321,2
294,39,2
294,1702,2
294,433,2
294,2735,2
294,1030,2
294,1395,2
294,1562,2
294,2371,2
294,2805,2
294,3764,2
294,275,2
294,499,2
294,1476,2
294,3412,2
294,2243,2
294,2750,2
294,3693,2
294,3701,2
294,3099,2
294,3698,2
294,1615,2
294,1689,2
294,2477,2
294,387,2
294,688,2
294,1552,2
294,3361,2
294,3301,2
294,1641,2
294,2046,2
294,2518,2
294,415,2
294,3261,2
294,180,2
294,420,2
294,586,2
294,3130,2
294,3614,2
294,304,2
294,999,2
294,3501,2
294,998,2
294,2042,2
294,2470,2
294,3877,2
294,1127,2
294,325,2
294,711,2
294,2720,2
294,2779,2
294,1377,2
294,1806,2
294,317,2
294,2879,2
294,357,2
294,514,2
294,349,2
294,19,2
294,532,2
294,1064,2
294,1965,2
294,3254,2
294,552,2
294,1711,2
294,2006,2
294,2013,2
294,3524,2
294,1042,2
294,2723,2
294,2916,2
294,2985,2
294,1858,2
294,1917,2
294,2406,2
294,543,2
294,1126,2
294,2111,2
294,3042,2
294,2110,2
294,2605,2
294,47,2
294,587,2
294,2041,2
294,2421,2
294,2468,2
39,1907,2
39,1527,2
39,924,2
39,1617,2
39,2081,2
39,1862,2
39,1954,2
39,3418,2
295,1586,2
295,1287,2
295,1198,2
551,1544,2
40,48,2
40,256,2
40,208,2
40,19,2
40,168,2
552,1373,2
552,4701,2
552,2141,2
552,3155,2
552,3113,2
552,4161,2
552,3977,2
552,317,2
552,3986,2
552,2082,2
552,3753,2
41,4262,2
41,1089,2
41,1200,2
41,2724,2
41,111,2
41,1641,2
41,1213,2
41,1569,2
41,2115,2
41,1222,2
41,2028,2
41,1584,2
41,356,2
41,924,2
41,2571,2
41,1208,2
41,750,2
41,215,2
41,541,2
297,1037,2
297,1597,2
297,543,2
297,22,2
297,161,2
297,1004,2
297,377,2
297,338,2
297,70,2
297,292,2
297,1620,2
297,1518,2
297,164,2
297,494,2
42,2421,2
42,2641,2
42,3177,2
42,4565,2
42,413,2
42,4466,2
42,19,2
42,780,2
42,344,2
42,1617,2
42,2105,2
42,3261,2
42,3882,2
42,1975,2
42,2353,2
42,2500,2
42,1431,2
42,1976,2
42,2369,2
42,1474,2
42,3247,2
42,3869,2
42,1468,2
42,414,2
42,996,2
42,1370,2
42,3987,2
42,173,2
42,880,2
42,1918,2
42,1453,2
42,1499,2
42,4629,2
42,466,2
42,1806,2
42,3968,2
42,4040,2
42,1021,2
42,1391,2
42,303,2
42,410,2
42,2770,2
42,3764,2
42,153,2
42,628,2
42,1667,2
42,4067,2
42,647,2
42,1831,2
42,2404,2
42,3527,2
42,3793,2
42,520,2
42,316,2
42,586,2
42,1644,2
42,3248,2
42,3316,2
42,3980,2
42,1726,2
42,379,2
42,612,2
42,733,2
42,1020,2
42,3208,2
42,4477,2
42,353,2
42,372,2
42,784,2
42,4686,2
42,1883,2
42,3326,2
42,1042,2
42,415,2
42,3824,2
42,165,2
42,2169,2
298,153,2
298,173,2
298,2395,2
298,4344,2
298,3300,2
298,3968,2
298,3702,2
298,1690,2
298,1,2
298,1855,2
298,4015,2
298,1466,2
298,4343,2
298,3821,2
298,4306,2
298,1526,2
298,1653,2
298,1753,2
298,1779,2
298,3785,2
298,3967,2
298,3285,2
298,2843,2
298,4018,2
298,4149,2
298,539,2
298,2723,2
298,4388,2
298,4643,2
298,442,2
298,3616,2
298,1746,2
554,608,2
554,2857,2
554,551,2
554,2657,2
554,923,2
554,1517,2
554,1760,2
299,2628,2
299,188,2
555,674,2
555,2148,2
555,1965,2
555,849,2
555,1587,2
555,2496,2
555,1129,2
555,4081,2
555,1170,2
555,1440,2
555,1855,2
555,466,2
555,2574,2
555,3263,2
555,2460,2
555,172,2
555,790,2
555,2321,2
555,160,2
555,748,2
555,1391,2
555,1970,2
555,489,2
555,327,2
555,2396,2
555,1359,2
555,1985,2
555,2143,2
555,2770,2
555,3444,2
555,1995,2
555,2791,2
555,415,2
555,667,2
555,1580,2
555,3840,2
555,3664,2
555,2950,2
555,2722,2
555,3572,2
555,1983,2
555,435,2
555,2473,2
555,2701,2
555,3663,2
555,519,2
555,813,2
555,1021,2
555,2410,2
555,2450,2
555,611,2
555,1986,2
555,3243,2
555,3649,2
555,2344,2
555,2926,2
555,2110,2
555,2717,2
555,2256,2
555,2498,2
44,833,2
44,135,2
44,798,2
44,1391,2
44,786,2
44,736,2
45,1005,2
45,1390,2
45,587,2
45,1863,2
45,3243,2
45,248,2
45,569,2
45,788,2
45,2108,2
45,1642,2
45,2605,2
45,3248,2
45,1377,2
45,2985,2
45,2407,2
45,546,2
45,3385,2
45,639,2
45,2052,2
45,3387,2
45,1021,2
301,165,2
301,1792,2
301,2378,2
301,2085,2
557,2628,2
302,762,2
558,1043,2
558,4903,2
47,593,2
47,1265,2
47,2671,2
47,141,2
47,1021,2
47,2959,2
47,2407,2
47,2797,2
47,724,2
303,1247,2
303,1246,2
303,1258,2
559,434,2
559,255,2
559,275,2
559,405,2
559,519,2
559,19,2
559,413,2
559,543,2
559,667,2
559,204,2
559,333,2
559,435,2
559,160,2
559,466,2
304,784,2
304,2858,2
304,809,2
304,1690,2
304,2762,2
304,1373,2
304,364,2
304,1587,2
304,1517,2
304,172,2
304,1377,2
304,1594,2
304,1391,2
304,2321,2
304,1057,2
304,2906,2
304,1747,2
560,3624,2
305,788,2
305,2628,2
305,4361,2
305,1391,2
305,480,2
561,2294,2
561,673,2
561,2628,2
561,185,2
561,1206,2
561,4677,2
561,44,2
561,367,2
561,1380,2
561,4018,2
561,4848,2
50,596,2
50,1367,2
50,4306,2
306,1345,2
51,333,2
51,479,2
51,919,2
51,2379,2
51,4054,2
51,4291,2
51,2942,2
307,1405,2
307,2385,2
307,2787,2
307,2791,2
307,2193,2
307,409,2
307,648,2
307,1487,2
307,3977,2
307,157,2
307,3623,2
307,3616,2
307,3617,2
307,4876,2
307,1358,2
307,539,2
307,780,2
307,2361,2
307,2371,2
307,3107,2
307,217,2
307,1020,2
307,880,2
307,4534,2
307,2541,2
307,2120,2
307,2432,2
307,153,2
307,276,2
307,3409,2
307,4885,2
307,4181,2
307,4732,2
307,562,2
307,3004,2
307,1721,2
307,1973,2
307,1821,2
307,1027,2
307,376,2
307,1342,2
307,39,2
307,829,2
307,1214,2
307,1584,2
307,3177,2
307,292,2
307,419,2
307,429,2
307,2190,2
307,1586,2
307,788,2
307,1580,2
307,505,2
307,520,2
307,3270,2
307,4149,2
307,4584,2
307,2121,2
307,22,2
307,372,2
307,500,2
307,1593,2
307,1895,2
307,1391,2
307,2302,2
307,2907,2
307,150,2
307,586,2
307,24,2
307,1544,2
307,4642,2
307,2504,2
307,4520,2
307,4654,2
307,72,2
307,4673,2
307,587,2
307,2369,2
307,2445,2
307,147,2
307,2798,2
563,34,2
563,2950,2
309,2182,2
565,153,2
565,592,2
54,420,2
54,586,2
310,216,2
310,104,2
310,2372,2
310,2657,2
566,25,2
566,432,2
566,353,2
566,364,2
566,231,2
566,235,2
566,434,2
566,1027,2
55,2005,2
567,954,2
567,1196,2
567,3157,2
567,260,2
567,673,2
567,480,2
567,2384,2
312,1974,2
312,2606,2
312,442,2
312,2657,2
312,2393,2
312,780,2
312,3264,2
312,1690,2
312,1717,2
57,473,2
57,999,2
57,1377,2
57,2616,2
57,153,2
57,1722,2
57,1498,2
57,748,2
57,2961,2
57,3937,2
57,1371,2
57,1441,2
57,2353,2
57,2393,2
57,2478,2
57,3835,2
57,417,2
57,761,2
57,1590,2
57,786,2
57,2642,2
57,3082,2
57,377,2
57,410,2
57,303,2
57,1562,2
57,1620,2
57,89,2
57,434,2
57,1614,2
57,3638,2
57,1370,2
57,185,2
57,382,2
57,2302,2
57,3705,2
57,442,2
57,736,2
57,707,2
57,762,2
57,1912,2
57,1385,2
57,1882,2
57,518,2
57,1373,2
57,1690,2
57,516,2
57,1179,2
57,1544,2
57,1721,2
57,104,2
57,2605,2
57,1379,2
57,1573,2
57,1769,2
57,2990,2
57,3208,2
57,1884,2
57,1831,2
57,2405,2
57,2021,2
57,2641,2
57,587,2
57,1388,2
57,1726,2
57,3697,2
57,265,2
57,552,2
57,849,2
57,1092,2
57,1100,2
57,1603,2
313,1405,2
313,2628,2
313,2115,2
313,2746,2
313,377,2
313,1909,2
313,2747,2
313,2406,2
313,1097,2
313,1270,2
313,2366,2
313,4084,2
313,2513,2
313,1968,2
313,2002,2
313,382,2
313,3689,2
313,2716,2
313,4901,2
313,920,2
313,1954,2
313,2174,2
313,2407,2
313,367,2
313,2643,2
313,2427,2
313,2087,2
313,457,2
313,1372,2
313,1356,2
313,3751,2
313,3889,2
313,1136,2
313,3927,2
313,3033,2
313,4148,2
313,2097,2
313,733,2
313,2043,2
313,2161,2
313,3688,2
313,1376,2
313,4130,2
313,4025,2
58,173,2
58,196,2
58,509,2
58,253,2
58,455,2
58,44,2
58,276,2
314,1373,2
314,344,2
314,316,2
314,185,2
314,703,2
314,442,2
314,165,2
314,1371,2
314,161,2
314,380,2
314,153,2
314,95,2
314,368,2
314,208,2
314,15,2
314,552,2
314,590,2
570,410,2
570,788,2
570,586,2
59,2616,2
59,3489,2
59,110,2
59,2174,2
315,2863,2
315,2554,2
315,2553,2
315,2951,2
571,2553,2
571,2793,2
571,2982,2
571,1973,2
571,2327,2
571,3021,2
571,152,2
571,1214,2
571,328,2
571,1334,2
571,2454,2
571,2465,2
571,1128,2
571,2902,2
571,1329,2
571,2548,2
571,2120,2
571,2288,2
571,1331,2
571,1325,2
571,1971,2
571,1992,2
571,1326,2
571,1322,2
571,1980,2
571,3550,2
571,1993,2
571,1323,2
571,1623,2
571,2878,2
571,1388,2
571,70,2
571,2901,2
571,2279,2
571,3016,2
571,2655,2
571,366,2
571,3696,2
571,3708,2
571,2148,2
316,2054,2
572,1056,2
572,2145,2
572,2497,2
572,736,2
572,2987,2
572,342,2
572,1220,2
572,648,2
61,2012,2
317,2997,2
317,2762,2
317,1961,2
317,1485,2
317,288,2
573,2858,2
574,185,2
574,410,2
63,3409,2
63,4890,2
63,3752,2
63,1923,2
63,3285,2
63,3785,2
63,208,2
63,3552,2
63,1580,2
575,2572,2
575,2587,2
575,2606,2
64,3408,2
64,1552,2
64,3273,2
64,4734,2
64,370,2
64,2450,2
576,1231,2
577,2815,2
577,2455,2
577,3168,2
577,1094,2
577,2421,2
577,2942,2
577,2161,2
577,316,2
577,592,2
577,2264,2
577,1391,2
577,1334,2
66,181,2
66,481,2
66,2617,2
322,2052,2
322,4306,2
322,3052,2
323,110,2
323,1377,2
323,153,2
323,282,2
579,2965,2
579,2078,2
579,3453,2
68,1711,2
68,4388,2
68,1060,2
68,2716,2
68,785,2
68,2385,2
68,4643,2
68,2700,2
68,1035,2
68,555,2
68,596,2
68,1883,2
68,1031,2
68,455,2
68,2420,2
68,2539,2
68,3174,2
68,3707,2
68,1339,2
68,2231,2
68,4022,2
68,1544,2
68,4378,2
68,261,2
68,546,2
68,2232,2
68,2826,2
68,4124,2
68,4148,2
68,2995,2
68,3476,2
68,3824,2
68,282,2
68,1888,2
68,4027,2
68,2662,2
68,4701,2
68,3,2
68,296,2
68,435,2
68,1214,2
68,737,2
68,541,2
68,3481,2
68,3638,2
68,5,2
68,2161,2
68,4068,2
68,3868,2
68,3285,2
68,2692,2
68,2804,2
68,18,2
68,587,2
68,1019,2
68,2003,2
68,2916,2
68,4128,2
68,442,2
68,1590,2
68,193,2
68,1228,2
68,1267,2
68,7,2
68,3160,2
68,1676,2
68,3273,2
68,4084,2
68,4085,2
68,3553,2
68,3752,2
68,551,2
68,4015,2
68,1124,2
68,2717,2
68,1625,2
68,4638,2
324,3884,2
324,3952,2
324,432,2
580,2528,2
580,153,2
580,919,2
580,62,2
580,1234,2
580,3498,2
580,3785,2
580,3070,2
580,327,2
580,588,2
69,4744,2
69,4370,2
325,1370,2
325,2145,2
325,3698,2
325,3981,2
325,4498,2
325,1614,2
325,3052,2
325,4643,2
325,3555,2
325,2539,2
325,3261,2
325,1544,2
325,3809,2
325,2389,2
325,1191,2
325,3688,2
325,2628,2
325,19,2
325,1608,2
325,104,2
325,1863,2
325,312,2
325,380,2
325,466,2
325,597,2
325,356,2
325,407,2
325,4625,2
325,4714,2
326,50,2
326,2338,2
71,208,2
71,608,2
71,24,2
327,2723,2
327,2857,2
583,2485,2
583,594,2
328,1997,2
328,2987,2
328,2918,2
328,317,2
328,1961,2
328,39,2
328,1252,2
328,2571,2
328,2762,2
328,480,2
328,592,2
328,111,2
328,551,2
328,1013,2
584,234,2
584,231,2
73,260,2
73,150,2
73,4025,2
329,1201,2
329,593,2
329,318,2
329,1252,2
329,858,2
329,1219,2
329,50,2
330,541,2
330,736,2
330,3977,2
330,539,2
330,2706,2
330,784,2
330,480,2
330,849,2
75,1374,2
75,1653,2
75,151,2
75,47,2
75,515,2
331,4018,2
331,34,2
331,3717,2
331,3623,2
331,4446,2
331,4638,2
587,830,2
76,1247,2
76,2628,2
76,2731,2
76,953,2
76,480,2
332,208,2
332,849,2
332,1653,2
332,780,2
332,1378,2
332,1676,2
588,36,2
588,231,2
588,592,2
588,253,2
588,20,2
588,316,2
588,204,2
588,208,2
333,3615,2
333,3646,2
333,3099,2
333,3623,2
333,924,2
589,733,2
78,743,2
78,2792,2
78,608,2
78,590,2
78,2795,2
334,47,2
334,344,2
334,3006,2
590,231,2
590,355,2
590,193,2
590,5,2
590,1717,2
590,3968,2
590,19,2
590,2541,2
590,2389,2
590,2724,2
590,762,2
590,788,2
590,216,2
590,585,2
590,801,2
590,2411,2
590,1359,2
590,4367,2
590,2642,2
590,435,2
590,1644,2
590,379,2
590,1690,2
590,1320,2
590,2643,2
590,1974,2
590,2422,2
590,1562,2
